landuse,latitudes,longitudes
grass,"[45.4618288, 45.461688, 45.4615229, 45.4615218, 45.4614382, 45.4613102, 45.4611927, 45.4610283, 45.4609266, 45.4608338, 45.4607543, 45.4610446, 45.461112, 45.4612037, 45.4613929, 45.4615088, 45.4615852, 45.4616833, 45.4617201, 45.4617649, 45.4618102, 45.4618283, 45.4618288]","[9.2503825, 9.2503808, 9.2503839, 9.2503635, 9.2503809, 9.2504312, 9.2504996, 9.2506288, 9.2507332, 9.250867, 9.2510142, 9.2509887, 9.2509135, 9.2508354, 9.2506964, 9.2506258, 9.2506025, 9.2505905, 9.2505777, 9.2505341, 9.2504846, 9.2504352, 9.2503825]"
grass,"[45.4618245, 45.4617335, 45.4616882, 45.4616297, 45.4615514, 45.4615208, 45.4613959, 45.4612308, 45.4611457, 45.4611208, 45.461824, 45.4618245]","[9.2505305, 9.2506114, 9.2506394, 9.2506524, 9.2506642, 9.2506753, 9.2507535, 9.2508742, 9.2509492, 9.2509912, 9.250927, 9.2505305]"
grass,"[45.461166, 45.4610885, 45.4609949, 45.4609272, 45.4609186, 45.4609161, 45.4607992, 45.4606317, 45.460616, 45.4606089, 45.4606103, 45.460633, 45.46066, 45.4606798, 45.4607908, 45.4608099, 45.4608738, 45.460878, 45.4611275, 45.4611404, 45.4611922, 45.461251, 45.4612962, 45.4612136, 45.461166]","[9.2517325, 9.2517139, 9.2516595, 9.2515841, 9.2515411, 9.2514924, 9.2514962, 9.251505, 9.2516471, 9.2518412, 9.2520433, 9.2522162, 9.2523243, 9.2523803, 9.2523847, 9.2524459, 9.2524429, 9.2523575, 9.2523484, 9.2522951, 9.2522913, 9.2522418, 9.2522175, 9.2520442, 9.2517325]"
grass,"[45.4609465, 45.4609473, 45.4609691, 45.4609973, 45.4611032, 45.4611587, 45.4612656, 45.4614585, 45.461568, 45.4616444, 45.4617187, 45.4617684, 45.4618063, 45.4618058, 45.4617956, 45.4618079, 45.4618175, 45.4618264, 45.4616946, 45.4615602, 45.4614293, 45.4612959, 45.4611395, 45.4609812, 45.4609465]","[9.2514914, 9.251521, 9.2515652, 9.2515939, 9.2516439, 9.2516683, 9.2516888, 9.2517063, 9.2516736, 9.2516614, 9.2516896, 9.2517482, 9.2518518, 9.2519562, 9.252024, 9.2521383, 9.2521581, 9.2515414, 9.2515282, 9.2515151, 9.2515049, 9.2514976, 9.2514918, 9.2514903, 9.2514914]"
grass,"[45.4618216, 45.4618225, 45.4618007, 45.4617789, 45.4617655, 45.4616954, 45.4612664, 45.4611991, 45.4611736, 45.4611542, 45.4617068, 45.4617067, 45.4618216]","[9.2523303, 9.2522737, 9.252244, 9.252152, 9.2520052, 9.2520561, 9.2522823, 9.2523319, 9.2523339, 9.2524076, 9.2523728, 9.2523308, 9.2523303]"
grass,"[45.461679, 45.4616661, 45.4616169, 45.4615523, 45.4615236, 45.4614939, 45.461398, 45.461335, 45.461313, 45.4611623, 45.4617688, 45.4617752, 45.4617809, 45.4617853, 45.4617873, 45.4615537, 45.4615241, 45.4615118, 45.4615152, 45.4615363, 45.4615737, 45.4616213, 45.4616512, 45.461679]","[9.2499483, 9.2499544, 9.24992, 9.2498345, 9.2497739, 9.2496906, 9.2491988, 9.2490811, 9.2490629, 9.2489978, 9.2464108, 9.2464045, 9.2464039, 9.2464114, 9.2464264, 9.247844, 9.2481363, 9.248401, 9.2487355, 9.2490497, 9.249325, 9.249582, 9.249739, 9.2499483]"
grass,"[45.4618317, 45.4616798, 45.4617237, 45.4617522, 45.4617767, 45.4618062, 45.4618317]","[9.2498966, 9.2499602, 9.2499688, 9.2499669, 9.2499593, 9.249942, 9.2498966]"
grass,"[45.4618268, 45.4617994, 45.4617714, 45.4617269, 45.4616815, 45.4616428, 45.4616045, 45.4615965, 45.4616014, 45.461633, 45.461864, 45.4618774, 45.461861, 45.4618262, 45.4618268]","[9.2498804, 9.2498743, 9.2498229, 9.2496675, 9.249448, 9.2491987, 9.2488377, 9.2485358, 9.248223, 9.2478868, 9.2464755, 9.2464775, 9.2497804, 9.2497881, 9.2498804]"
grass,"[45.4622462, 45.4621176, 45.4621197, 45.4622178, 45.4623609, 45.4625325, 45.462354, 45.4622945, 45.4622694, 45.462234, 45.4622535, 45.4622462]","[9.251118, 9.2511298, 9.2513585, 9.2513767, 9.2514044, 9.2514423, 9.2512702, 9.2511852, 9.2512192, 9.2511598, 9.2511343, 9.251118]"
grass,"[45.4621171, 45.4621143, 45.4621374, 45.4621707, 45.4621695, 45.4621382, 45.4621332, 45.4621108, 45.4621096, 45.4620957, 45.4620969, 45.4621011, 45.4621085, 45.4621819, 45.4622707, 45.4623758, 45.4624689, 45.4625685, 45.4626655, 45.4627729, 45.4627983, 45.462808, 45.4628134, 45.462813, 45.4627227, 45.4625916, 45.462428, 45.4621634, 45.4621171]","[9.2515849, 9.251619, 9.2516713, 9.2516729, 9.2517478, 9.2517489, 9.2519031, 9.2519054, 9.2520408, 9.2520518, 9.2520772, 9.2520843, 9.2520882, 9.2519615, 9.2518635, 9.2517974, 9.2517704, 9.2517655, 9.2517891, 9.251842, 9.2518618, 9.2518673, 9.2518624, 9.2518497, 9.2517187, 9.2516842, 9.2516463, 9.2515924, 9.2515849]"
grass,"[45.4628714, 45.4629023, 45.4628348, 45.4627461, 45.4626544, 45.4625611, 45.462474, 45.4623925, 45.4623141, 45.462228, 45.4621475, 45.4621311, 45.4622055, 45.4623143, 45.4623279, 45.4624448, 45.4626367, 45.4628075, 45.4628714]","[9.2520986, 9.2520713, 9.2519937, 9.2519126, 9.2518651, 9.2518483, 9.2518578, 9.2518834, 9.2519353, 9.2520288, 9.2521625, 9.252329, 9.2523287, 9.2523319, 9.2523445, 9.2523182, 9.2522478, 9.2521484, 9.2520986]"
grass,"[45.4629399, 45.4628734, 45.4626638, 45.4626018, 45.4626033, 45.4630862, 45.4630861, 45.4629399]","[9.2521751, 9.2522279, 9.2523368, 9.2523603, 9.2524559, 9.252444, 9.2523484, 9.2521751]"
grass,"[45.4632437, 45.4631627, 45.4628438, 45.4628431, 45.4623677, 45.462206, 45.4621244, 45.4621191, 45.4621339, 45.462167, 45.4622207, 45.4624617, 45.4630117, 45.463304, 45.4633305, 45.4632437]","[9.2525487, 9.2525142, 9.2525287, 9.2525617, 9.2525688, 9.2525852, 9.2525855, 9.2526227, 9.2526766, 9.252722, 9.2527372, 9.2526167, 9.2525927, 9.2527445, 9.2526962, 9.2525487]"
industrial,"[45.461326, 45.4613213, 45.4613125, 45.4611727, 45.4611664, 45.4611636, 45.461172, 45.4612613, 45.4612752, 45.4613117, 45.461326, 45.4612514, 45.461255, 45.4611862, 45.4611954, 45.4612625, 45.4612835, 45.4613046, 45.4613252, 45.4613969, 45.4613868, 45.4613558, 45.4613328, 45.461326]","[9.2494576, 9.249448, 9.249444, 9.2494678, 9.2494707, 9.2494774, 9.249585, 9.2495658, 9.2496796, 9.2496711, 9.2498002, 9.2498149, 9.2498545, 9.2498676, 9.2499904, 9.2499802, 9.2499604, 9.2499389, 9.2499282, 9.2499142, 9.2498002, 9.2495126, 9.2495176, 9.2494576]"
flowerbed,"[45.4355615, 45.4355283, 45.4354952, 45.4354824, 45.4354161, 45.4353712, 45.4355029, 45.435545, 45.4355615]","[9.2393092, 9.239358, 9.2394159, 9.239489, 9.2395865, 9.2395164, 9.2393038, 9.2392845, 9.2393092]"
allotments,"[45.4416022, 45.4415164, 45.4414988, 45.4415845, 45.4416022]","[9.2404994, 9.2405599, 9.2405091, 9.2404486, 9.2404994]"
allotments,"[45.4415026, 45.4414271, 45.4414117, 45.4414893, 45.4415026]","[9.2405593, 9.2406211, 9.2405762, 9.2405244, 9.2405593]"
residential,"[45.4416749, 45.4415281, 45.4411988, 45.4407367, 45.4409379, 45.4411371, 45.4412042, 45.4413753, 45.4417219, 45.4416749]","[9.2417699, 9.2419148, 9.242234, 9.2412962, 9.2409766, 9.2408132, 9.2409618, 9.2411873, 9.2417136, 9.2417699]"
residential,"[45.4408125, 45.440509, 45.4403272, 45.4406907, 45.441145, 45.4408125]","[9.241591, 9.2418759, 9.2422004, 9.2426925, 9.2423101, 9.241591]"
residential,"[45.4423393, 45.4428224, 45.4429349, 45.442926, 45.4428406, 45.4427048, 45.4424804, 45.4425028, 45.442459, 45.4419928, 45.4418264, 45.4420348, 45.4421548, 45.442272, 45.4423393]","[9.2406833, 9.2403618, 9.2402836, 9.2401834, 9.2399413, 9.2400388, 9.2395483, 9.2394553, 9.2392969, 9.2394936, 9.2395475, 9.2400648, 9.2404326, 9.240763, 9.2406833]"
residential,"[45.4422291, 45.4417641, 45.4413665, 45.4412457, 45.4411944, 45.4412313, 45.4413326, 45.4418894, 45.4422291]","[9.2411047, 9.2416989, 9.2410225, 9.240941, 9.2407446, 9.2407096, 9.2406358, 9.2402062, 9.2411047]"
residential,"[45.4406907, 45.4400681, 45.4397475, 45.440339, 45.4406907]","[9.2413828, 9.2420458, 9.2416355, 9.2406409, 9.2413828]"
grass,"[45.4427221, 45.4427146, 45.4428623, 45.4429866, 45.4431339, 45.4436809, 45.4441218, 45.4442198, 45.4443265, 45.4444317, 45.4445149, 45.4446107, 45.4447285, 45.4447905, 45.4448597, 45.4449952, 45.445113, 45.445211, 45.4453219, 45.4454441, 45.44555, 45.4456609, 45.4457524, 45.4458382, 45.4459106, 45.4457993, 45.445702, 45.4455864, 45.44547, 45.4453446, 45.4452243, 45.4451097, 45.4449962, 45.4448579, 45.4447185, 45.4446161, 45.4444922, 45.4443935, 45.44432, 45.4442559, 45.4441899, 45.4441381, 45.4441103, 45.4441009, 45.4441006, 45.4441161, 45.4441391, 45.4441975, 45.4442634, 45.444347, 45.4444367, 45.4445823, 45.444583, 45.4427221]","[9.25804, 9.2580749, 9.2581858, 9.2582931, 9.2584569, 9.2591563, 9.2597192, 9.2598429, 9.2599379, 9.2600247, 9.2600627, 9.2601104, 9.2601484, 9.2601556, 9.2601716, 9.2601597, 9.2601356, 9.2600991, 9.2600432, 9.2599533, 9.2598511, 9.2597243, 9.2595718, 9.2594028, 9.259202, 9.2594254, 9.2596144, 9.2597674, 9.2598824, 9.2599882, 9.2600483, 9.260093, 9.2601115, 9.260114, 9.2601017, 9.260074, 9.260016, 9.2599502, 9.2598845, 9.2598023, 9.259677, 9.259543, 9.2594152, 9.2593176, 9.2591954, 9.2590793, 9.2589879, 9.2588508, 9.2587584, 9.2586736, 9.2586305, 9.2585848, 9.2585689, 9.25804]"
grass,"[45.4459025, 45.4458805, 45.4457752, 45.4456616, 45.4455649, 45.4453973, 45.445222, 45.4450877, 45.444961, 45.4448545, 45.4446781, 45.4445176, 45.4443996, 45.4443122, 45.4442729, 45.4442178, 45.4441702, 45.4441599, 45.444173, 45.4441975, 45.4442445, 45.4443013, 45.4443685, 45.4444679, 45.4445814, 45.4447223, 45.4448945, 45.4459025]","[9.2589573, 9.2590868, 9.2593632, 9.2595616, 9.2596963, 9.2598621, 9.2599757, 9.2600302, 9.2600481, 9.2600465, 9.260024, 9.2599578, 9.2598683, 9.259792, 9.2597266, 9.2595819, 9.259427, 9.259269, 9.2591289, 9.2589973, 9.2588946, 9.258823, 9.2587498, 9.258693, 9.258665, 9.2586471, 9.2586638, 9.2589573]"
grass,"[45.4428408, 45.442837, 45.446029, 45.4460545, 45.4461832, 45.4462918, 45.4463304, 45.4463869, 45.4464675, 45.4465146, 45.4465062, 45.4464356, 45.4463135, 45.4461892, 45.446047, 45.4458664, 45.4457002, 45.4454238, 45.4449508, 45.4445641, 45.4441355, 45.4436064, 45.44302, 45.4428408]","[9.2574281, 9.2574485, 9.2583418, 9.2583487, 9.2577107, 9.2572211, 9.2570687, 9.2569047, 9.2567069, 9.2566249, 9.2566147, 9.2566876, 9.2567977, 9.256882, 9.256964, 9.2570358, 9.2570829, 9.257131, 9.2571852, 9.257235, 9.2572879, 9.2573438, 9.2574088, 9.2574281]"
grass,"[45.4466589, 45.4464578, 45.4462741, 45.4461292, 45.4459165, 45.4455606, 45.4449167, 45.4447189, 45.4437927, 45.4437935, 45.4439433, 45.4440981, 45.4444474, 45.4451575, 45.446087, 45.4462393, 45.4463072, 45.446303, 45.4464206, 45.4466589]","[9.2562901, 9.256552, 9.2567184, 9.2568234, 9.2569024, 9.2569578, 9.2570475, 9.2571159, 9.2572315, 9.257202, 9.2569968, 9.2570381, 9.2569909, 9.2568021, 9.2565331, 9.2564753, 9.256532, 9.2564435, 9.2563786, 9.2562901]"
grass,"[45.4640403, 45.4640333, 45.4637926, 45.4638175, 45.4637125, 45.4637024, 45.4636701, 45.4636237, 45.4635654, 45.4634934, 45.4634185, 45.4633693, 45.4633809, 45.4634914, 45.4635671, 45.4636407, 45.463704, 45.4637371, 45.4637644, 45.4637909, 45.463826, 45.4638505, 45.4638761, 45.463915, 45.4639655, 45.4639986, 45.4640403]","[9.250681, 9.2507087, 9.2506206, 9.2504764, 9.2504395, 9.2502061, 9.2499306, 9.2497171, 9.2495107, 9.2493166, 9.2491638, 9.249093, 9.2490742, 9.2491868, 9.2492759, 9.2493992, 9.2495236, 9.2496239, 9.2497513, 9.2499336, 9.2501424, 9.2502521, 9.2503365, 9.250455, 9.2505583, 9.2506208, 9.250681]"
grass,"[45.4623952, 45.4626474, 45.4626745, 45.4628044, 45.4632892, 45.4633952, 45.4634799, 45.4635482, 45.4635305, 45.4633849, 45.4631587, 45.4629573, 45.4623952]","[9.2511043, 9.2514718, 9.2514787, 9.2515122, 9.2516484, 9.2514565, 9.2512589, 9.2510391, 9.251038, 9.2510336, 9.2510393, 9.2510526, 9.2511043]"
grass,"[45.4631367, 45.463098, 45.4630633, 45.4630171, 45.4628608, 45.4629895, 45.4631367]","[9.2518346, 9.2518876, 9.2519293, 9.25197, 9.251757, 9.2517935, 9.2518346]"
grass,"[45.4630755, 45.4632651, 45.4633077, 45.4633884, 45.4640193, 45.4647335, 45.4648109, 45.4642887, 45.4638763, 45.4637312, 45.4632362, 45.4631485, 45.4631161, 45.4631318, 45.4630755]","[9.2520566, 9.2523405, 9.2523386, 9.2524308, 9.2523602, 9.2522878, 9.2522816, 9.2521527, 9.2520429, 9.2520004, 9.2518623, 9.2519571, 9.2519896, 9.2520074, 9.2520566]"
grass,"[45.463487, 45.4637565, 45.4637531, 45.4645853, 45.4651151, 45.4652933, 45.4656982, 45.4657001, 45.4652767, 45.4647777, 45.4645539, 45.4644446, 45.4642583, 45.4640815, 45.4639371, 45.463784, 45.4636562, 45.4635393, 45.4634556, 45.463487]","[9.2525432, 9.2525218, 9.2524751, 9.252387, 9.2523341, 9.2523524, 9.2523958, 9.2524263, 9.252597, 9.2527922, 9.2528708, 9.2528891, 9.2528992, 9.252885, 9.2528457, 9.2527894, 9.2527075, 9.2526194, 9.2525439, 9.2525432]"
grass,"[45.4607609, 45.4607704, 45.4609626, 45.4609836, 45.4611994, 45.461392, 45.4616849, 45.4618203, 45.4618205, 45.4618225, 45.4618261, 45.4617072, 45.4615451, 45.4614762, 45.4611482, 45.4609051, 45.4608425, 45.4608562, 45.4607609]","[9.2525899, 9.2526446, 9.2530143, 9.2530512, 9.2529608, 9.2529076, 9.2528796, 9.2528786, 9.2528389, 9.2528389, 9.2525868, 9.2525873, 9.2525212, 9.2525194, 9.2525371, 9.2525487, 9.2525504, 9.2525946, 9.2525899]"
grass,"[45.4606618, 45.4606829, 45.4608132, 45.4608757, 45.4608794, 45.460874, 45.4608517, 45.4606576, 45.4605029, 45.4603647, 45.4601144, 45.4592054, 45.4589588, 45.4588935, 45.4590594, 45.4597362, 45.4604139, 45.4605488, 45.4605598, 45.4606618]","[9.252585, 9.2526606, 9.2529083, 9.2530104, 9.2530292, 9.2530399, 9.253041, 9.2528865, 9.2527998, 9.2527432, 9.2526889, 9.2524978, 9.2524435, 9.2524081, 9.2524158, 9.2524701, 9.2525314, 9.2525452, 9.25258, 9.252585]"
grass,"[45.450635, 45.4506137, 45.4506022, 45.4505965, 45.4505965, 45.4506014, 45.4506014, 45.4505957, 45.4505908, 45.4505801, 45.4505711, 45.4505302, 45.4504859, 45.4504466, 45.4504057, 45.4503713, 45.4503647, 45.4503655, 45.450368, 45.4504908, 45.4506153, 45.4506211, 45.4506293, 45.4506366, 45.450635]","[9.2581374, 9.2581947, 9.2582612, 9.2583114, 9.258392, 9.2584153, 9.2584305, 9.2584457, 9.2584527, 9.2584538, 9.2584492, 9.258413, 9.2583803, 9.2583511, 9.2583336, 9.2583161, 9.2583091, 9.2582986, 9.2582892, 9.2582098, 9.2581258, 9.2581211, 9.2581188, 9.2581258, 9.2581374]"
grass,"[45.4295235, 45.4295222, 45.4295188, 45.4295125, 45.4295041, 45.4294911, 45.4294637, 45.4294119, 45.4293841, 45.4293681, 45.4293588, 45.4293542, 45.429355, 45.4293672, 45.4293836, 45.4294001, 45.4294131, 45.4293942, 45.4293761, 45.42935, 45.4293251, 45.4293154, 45.4293259, 45.4293272, 45.4293272, 45.4293247, 45.4293188, 45.429299, 45.4292725, 45.4292274, 45.4291992, 45.4291882, 45.4291865, 45.4291891, 45.429195, 45.4292046, 45.4292114, 45.4292278, 45.4292564, 45.4292813, 45.4293554, 45.429387, 45.4294165, 45.4294472, 45.429475, 45.4294978, 45.4295096, 45.429518, 45.4295235]","[9.24571, 9.2458535, 9.2459345, 9.2460263, 9.2460725, 9.2461043, 9.2461373, 9.2461944, 9.2462364, 9.2462712, 9.246315, 9.2463606, 9.2464074, 9.2464824, 9.2465221, 9.2465629, 9.2465803, 9.2465827, 9.2465947, 9.2466217, 9.2466637, 9.2466583, 9.2465016, 9.2464194, 9.2463312, 9.2462514, 9.2461776, 9.2459867, 9.2458367, 9.2456578, 9.2455438, 9.2454832, 9.2454538, 9.2454352, 9.2454148, 9.2453925, 9.2453865, 9.2453769, 9.2453661, 9.2453697, 9.2453968, 9.2454136, 9.2454388, 9.2454784, 9.245527, 9.245578, 9.2456206, 9.2456584, 9.24571]"
grass,"[45.42935, 45.4293685, 45.4293735, 45.4293558, 45.4293318, 45.4293146, 45.4293133, 45.4293306, 45.4293411, 45.42935]","[9.2452413, 9.2453001, 9.2453157, 9.2453025, 9.2452941, 9.2452959, 9.2452881, 9.2452731, 9.2452533, 9.2452413]"
grass,"[45.4290752, 45.4290916, 45.4291456, 45.4291784, 45.429202, 45.4291826, 45.4291645, 45.4291308, 45.4290937, 45.4290752]","[9.2473818, 9.2473945, 9.2472414, 9.247143, 9.2470518, 9.2470482, 9.2471286, 9.2472366, 9.2473308, 9.2473818]"
grass,"[45.4292049, 45.4291894, 45.4292087, 45.4292222, 45.4292433, 45.4292534, 45.429258, 45.4292576, 45.4292555, 45.4292445, 45.4292332, 45.4292159, 45.4292024, 45.4291797, 45.4291599, 45.4291283, 45.4290841, 45.4290546, 45.4290723, 45.4290984, 45.4291232, 45.4291274, 45.4291291, 45.4291262, 45.429119, 45.429119, 45.4291249, 45.4291675, 45.4292033, 45.4292222, 45.4292399, 45.4292605, 45.4292707, 45.429277, 45.429277, 45.4292673, 45.4292479, 45.4292083, 45.4292049]","[9.2470284, 9.2470224, 9.2469245, 9.2468465, 9.2467145, 9.2466208, 9.2464744, 9.246397, 9.2462698, 9.2461581, 9.2460555, 9.2459541, 9.245879, 9.2457896, 9.2457104, 9.2456078, 9.2454697, 9.2453725, 9.2453785, 9.2453857, 9.2453857, 9.2453875, 9.2453917, 9.2454019, 9.2454397, 9.2454955, 9.2455364, 9.2456636, 9.2457992, 9.2458808, 9.2459847, 9.2461107, 9.2462373, 9.2463406, 9.2464762, 9.2466659, 9.2468255, 9.2470302, 9.2470284]"
flowerbed,"[45.4331038, 45.4330667, 45.4330295, 45.4330008, 45.4329915, 45.4331428, 45.4331901, 45.4332411, 45.4332866, 45.4331038]","[9.2399073, 9.2399073, 9.2399139, 9.239939, 9.2399562, 9.2399986, 9.2400025, 9.2399906, 9.2399721, 9.2399073]"
flowerbed,"[45.4322278, 45.4321816, 45.4321677, 45.4322023, 45.4322096, 45.4322351, 45.4322278]","[9.2432685, 9.2432789, 9.2432754, 9.2432166, 9.24322, 9.243252, 9.2432685]"
flowerbed,"[45.4321519, 45.4321288, 45.4321034, 45.4321267, 45.4321361, 45.4321519]","[9.2437644, 9.2438068, 9.2436185, 9.2436423, 9.2436605, 9.2437644]"
grass,"[45.4290525, 45.429055, 45.4290536, 45.4290483, 45.4290394, 45.4290107, 45.4290009, 45.4290021, 45.4290039, 45.4290727, 45.4291083, 45.4291077, 45.4290547, 45.4290523, 45.4290525]","[9.2553273, 9.2553642, 9.2553895, 9.2554189, 9.2554438, 9.25547, 9.255475, 9.25548, 9.2554826, 9.255495, 9.255416, 9.255409, 9.2553223, 9.2553216, 9.2553273]"
grass,"[45.428918, 45.4289013, 45.4288841, 45.4288759, 45.4288721, 45.4288719, 45.4288752, 45.4288785, 45.4288794, 45.4288743, 45.4288686, 45.4288627, 45.4288587, 45.4288576, 45.4288571, 45.4288566, 45.4288543, 45.428847, 45.4288456, 45.4288467, 45.4288521, 45.4288623, 45.428918]","[9.2552257, 9.2551962, 9.2551634, 9.2551308, 9.255103, 9.2550742, 9.2550353, 9.2550162, 9.2550068, 9.2550031, 9.2550105, 9.2550249, 9.255044, 9.2550641, 9.2550809, 9.255092, 9.2551238, 9.2551597, 9.2551902, 9.2552261, 9.2552522, 9.255277, 9.2552257]"
grass,"[45.4288247, 45.4288199, 45.4288518, 45.4288557, 45.4288563, 45.4288261, 45.4288247]","[9.2553769, 9.2553815, 9.2554423, 9.2554428, 9.2554401, 9.2553791, 9.2553769]"
grass,"[45.429735, 45.4297461, 45.4297296, 45.4297176, 45.4297126, 45.4297117, 45.429715, 45.4297241, 45.4297258, 45.4297232, 45.4297185, 45.4297124, 45.4296966, 45.4296046, 45.429735]","[9.2575988, 9.2575859, 9.2575556, 9.2575073, 9.2574677, 9.2574389, 9.2573698, 9.2573071, 9.2572535, 9.2572344, 9.2572173, 9.2572122, 9.2572096, 9.2573165, 9.2575988]"
grass,"[45.4297858, 45.4297857, 45.4297945, 45.4298111, 45.4298339, 45.4298606, 45.4298882, 45.4299141, 45.4299354, 45.4299494, 45.4299561, 45.4299549, 45.4299459, 45.42993, 45.4299086, 45.4298832, 45.4298566, 45.4298313, 45.4298098, 45.4297942, 45.4297858]","[9.2570604, 9.2570998, 9.2571373, 9.2571689, 9.2571912, 9.2572021, 9.2572004, 9.2571861, 9.2571609, 9.2571295, 9.2570935, 9.2570563, 9.2570214, 9.2569918, 9.2569705, 9.2569592, 9.2569595, 9.2569714, 9.2569938, 9.2570244, 9.2570604]"
grass,"[45.4295858, 45.4296003, 45.4296091, 45.4296182, 45.4296267, 45.4296339, 45.4296391, 45.4296416, 45.4296413, 45.4296383, 45.4296327, 45.4296252, 45.4296164, 45.4296073, 45.4295988, 45.4295916, 45.4295865, 45.4295839, 45.4295842, 45.4295873, 45.4295928, 45.4295783, 45.429575, 45.4295644, 45.4295586, 45.429558, 45.4295628, 45.4295726, 45.4295862, 45.4296025, 45.4296197, 45.4296363, 45.4296506, 45.4296612, 45.429667, 45.4296675, 45.4296627, 45.429653, 45.4296394, 45.4296231, 45.4296058, 45.4295893, 45.4295858]","[9.2570151, 9.2570454, 9.2570418, 9.2570422, 9.2570466, 9.2570545, 9.2570652, 9.2570777, 9.2570906, 9.2571028, 9.2571131, 9.2571204, 9.257124, 9.2571236, 9.2571193, 9.2571113, 9.2571006, 9.2570882, 9.2570752, 9.257063, 9.2570527, 9.2570224, 9.2570256, 9.2570451, 9.2570682, 9.2570928, 9.2571164, 9.2571368, 9.2571519, 9.2571602, 9.257161, 9.2571541, 9.2571402, 9.2571208, 9.2570976, 9.257073, 9.2570494, 9.2570291, 9.257014, 9.2570057, 9.2570049, 9.2570118, 9.2570151]"
grass,"[45.4288018, 45.4287919, 45.4287867, 45.4287827, 45.4287799, 45.4287771, 45.4287776, 45.4287811, 45.4287971, 45.4288018]","[9.2553334, 9.2553052, 9.2552914, 9.2552898, 9.2552904, 9.2552975, 9.2553052, 9.2553112, 9.2553391, 9.2553334]"
grass,"[45.4282773, 45.4282025, 45.42843, 45.4284322, 45.428433, 45.428439, 45.4283915, 45.428358, 45.4283448, 45.4283324, 45.4283136, 45.4282943, 45.4282764, 45.4282677, 45.428259, 45.4282557, 45.4282564, 45.4282587, 45.4282672, 45.4282738, 45.4282773]","[9.2555828, 9.255678, 9.2560586, 9.2560372, 9.256029, 9.2559707, 9.2558807, 9.2558172, 9.2557816, 9.2557836, 9.255783, 9.2557773, 9.2557649, 9.2557488, 9.255728, 9.2557048, 9.2556837, 9.2556666, 9.2556452, 9.2556328, 9.2555828]"
grass,"[45.4284719, 45.4284877, 45.4285008, 45.4285211, 45.4285293, 45.428531, 45.4285319, 45.4285357, 45.4285373, 45.4285432, 45.4285533, 45.4285646, 45.4285865, 45.4285881, 45.4285879, 45.4285856, 45.4285773, 45.4285594, 45.4285441, 45.4285324, 45.4285143, 45.428487, 45.4284747, 45.4284719]","[9.2551969, 9.2552338, 9.2552549, 9.2552908, 9.2553216, 9.2553471, 9.2553692, 9.2553739, 9.2553712, 9.2553562, 9.2553327, 9.2553199, 9.2553025, 9.2552965, 9.2552861, 9.2552797, 9.255268, 9.2552465, 9.2552261, 9.2552137, 9.2552026, 9.2551939, 9.2551922, 9.2551969]"
grass,"[45.4286869, 45.4286696, 45.4286613, 45.4286522, 45.4286433, 45.4286354, 45.4286293, 45.4286256, 45.4286246, 45.4286265, 45.428631, 45.4286378, 45.4286461, 45.4286551, 45.428664, 45.4286719, 45.428678, 45.4286817, 45.4286827, 45.4286808, 45.4286763, 45.4286936, 45.4286966, 45.4287052, 45.4287088, 45.4287069, 45.4286999, 45.4286883, 45.4286733, 45.4286564, 45.4286392, 45.4286235, 45.4286107, 45.4286021, 45.4285985, 45.4286003, 45.4286074, 45.428619, 45.428634, 45.4286509, 45.428668, 45.4286838, 45.4286869]","[9.2555014, 9.2554742, 9.2554795, 9.2554809, 9.2554782, 9.2554718, 9.2554621, 9.2554503, 9.2554374, 9.2554247, 9.2554135, 9.2554048, 9.2553995, 9.2553981, 9.2554007, 9.2554072, 9.2554168, 9.2554286, 9.2554415, 9.2554542, 9.2554655, 9.2554927, 9.2554888, 9.2554675, 9.2554434, 9.2554189, 9.2553965, 9.2553782, 9.255366, 9.2553609, 9.2553635, 9.2553736, 9.2553901, 9.2554114, 9.2554355, 9.25546, 9.2554825, 9.2555007, 9.255513, 9.255518, 9.2555154, 9.2555053, 9.2555014]"
residential,"[45.4401237, 45.441107, 45.4409489, 45.4408906, 45.4407419, 45.4401237]","[9.2158384, 9.215483, 9.2143886, 9.2143336, 9.2143698, 9.2158384]"
residential,"[45.4405585, 45.4409783, 45.4410923, 45.4412129, 45.441346, 45.4411211, 45.4403542, 45.4405585]","[9.2164138, 9.2161446, 9.2164581, 9.2163703, 9.2162756, 9.2155862, 9.2158531, 9.2164138]"
commercial,"[45.4398162, 45.4399607, 45.4402212, 45.4405585, 45.4403542, 45.4401124, 45.4398162]","[9.2165962, 9.2167732, 9.2166605, 9.2164138, 9.2158531, 9.215951, 9.2165962]"
commercial,"[45.441346, 45.4410923, 45.4409783, 45.4405585, 45.4409941, 45.4406284, 45.4408173, 45.440479, 45.441138, 45.4414237, 45.4415199, 45.4414504, 45.4416973, 45.4421486, 45.4423642, 45.441346]","[9.2162756, 9.2164581, 9.2161446, 9.2164138, 9.2176034, 9.2179616, 9.2183806, 9.2186923, 9.2202415, 9.219958, 9.2196924, 9.2196247, 9.219085, 9.2195106, 9.2190746, 9.2162756]"
